Record Length,2.500000e+03,,  -0.200000000000,   0.36800,
Sample Interval,1.000000e-03,,  -0.199000000000,   0.36800,
Trigger Point,2.000000000000e+02,,  -0.198000000000,   0.36000,
,,,  -0.197000000000,   0.36000,
,,,  -0.196000000000,   0.36800,
,,,  -0.195000000000,   0.36800,
Source,CH1,,  -0.194000000000,   0.36800,
Vertical Units,V,,  -0.193000000000,   0.36800,
Vertical Scale,2.000000e-01,,  -0.192000000000,   0.36800,
Vertical Offset,-5.120000e-01,,  -0.191000000000,   0.36800,
Horizontal Units,s,,  -0.190000000000,   0.36800,
Horizontal Scale,2.500000e-01,,  -0.189000000000,   0.37600,
Pt Fmt,Y,,  -0.188000000000,   0.37600,
Yzero,0.000000e+00,,  -0.187000000000,   0.36800,
Probe Atten,1.000000e+00,,  -0.186000000000,   0.36000,
Model Number,TDS2012C,,  -0.185000000000,   0.36000,
Serial Number,C018359,,  -0.184000000000,   0.36800,
Firmware Version,FV:v24.17,,  -0.183000000000,   0.37600,
,,,-00.182000000000,   0.36800,
,,,-00.181000000000,   0.36800,
,,,-00.180000000000,   0.36800,
,,,-00.179000000000,   0.36800,
,,,-00.178000000000,   0.37600,
,,,-00.177000000000,   0.37600,
,,,-00.176000000000,   0.36800,
,,,-00.175000000000,   0.36000,
,,,-00.174000000000,   0.36000,
,,,-00.173000000000,   0.36800,
,,,-00.172000000000,   0.36800,
,,,-00.171000000000,   0.37600,
,,,-00.170000000000,   0.36800,
,,,-00.169000000000,   0.36800,
,,,-00.168000000000,   0.36800,
,,,-00.167000000000,   0.37600,
,,,-00.166000000000,   0.37600,
,,,-00.165000000000,   0.36800,
,,,-00.164000000000,   0.37600,
,,,-00.163000000000,   0.37600,
,,,-00.162000000000,   0.36800,
,,,-00.161000000000,   0.36800,
,,,-00.160000000000,   0.36800,
,,,-00.159000000000,   0.36800,
,,,-00.158000000000,   0.38400,
,,,-00.157000000000,   0.37600,
,,,-00.156000000000,   0.36800,
,,,-00.155000000000,   0.36800,
,,,-00.154000000000,   0.37600,
,,,-00.153000000000,   0.37600,
,,,-00.152000000000,   0.37600,
,,,-00.151000000000,   0.37600,
,,,-00.150000000000,   0.36800,
,,,-00.149000000000,   0.36800,
,,,-00.148000000000,   0.37600,
,,,-00.147000000000,   0.37600,
,,,-00.146000000000,   0.38400,
,,,-00.145000000000,   0.37600,
,,,-00.144000000000,   0.36800,
,,,-00.143000000000,   0.37600,
,,,-00.142000000000,   0.37600,
,,,-00.141000000000,   0.37600,
,,,-00.140000000000,   0.37600,
,,,-00.139000000000,   0.36800,
,,,-00.138000000000,   0.36800,
,,,-00.137000000000,   0.37600,
,,,-00.136000000000,   0.37600,
,,,-00.135000000000,   0.38400,
,,,-00.134000000000,   0.38400,
,,,-00.133000000000,   0.37600,
,,,-00.132000000000,   0.37600,
,,,-00.131000000000,   0.37600,
,,,-00.130000000000,   0.37600,
,,,-00.129000000000,   0.38400,
,,,-00.128000000000,   0.38400,
,,,-00.127000000000,   0.37600,
,,,-00.126000000000,   0.37600,
,,,-00.125000000000,   0.37600,
,,,-00.124000000000,   0.37600,
,,,-00.123000000000,   0.37600,
,,,-00.122000000000,   0.38400,
,,,-00.121000000000,   0.37600,
,,,-00.120000000000,   0.37600,
,,,-00.119000000000,   0.37600,
,,,-00.118000000000,   0.38400,
,,,-00.117000000000,   0.39200,
,,,-00.116000000000,   0.38400,
,,,-00.115000000000,   0.37600,
,,,-00.114000000000,   0.38400,
,,,-00.113000000000,   0.38400,
,,,-00.112000000000,   0.38400,
,,,-00.111000000000,   0.38400,
,,,-00.110000000000,   0.37600,
,,,-00.109000000000,   0.37600,
,,,-00.108000000000,   0.37600,
,,,-00.107000000000,   0.37600,
,,,-00.106000000000,   0.38400,
,,,-00.105000000000,   0.38400,
,,,-00.104000000000,   0.38400,
,,,-00.103000000000,   0.37600,
,,,-00.102000000000,   0.37600,
,,,-00.101000000000,   0.38400,
,,,-00.100000000000,   0.38400,
,,,-00.099000000000,   0.38400,
,,,-00.098000000000,   0.39200,
,,,-00.097000000000,   0.38400,
,,,-00.096000000000,   0.37600,
,,,-00.095000000000,   0.37600,
,,,-00.094000000000,   0.37600,
,,,-00.093000000000,   0.38400,
,,,-00.092000000000,   0.39200,
,,,-00.091000000000,   0.38400,
,,,-00.090000000000,   0.38400,
,,,-00.089000000000,   0.38400,
,,,-00.088000000000,   0.39200,
,,,-00.087000000000,   0.39200,
,,,-00.086000000000,   0.39200,
,,,-00.085000000000,   0.38400,
,,,-00.084000000000,   0.38400,
,,,-00.083000000000,   0.38400,
,,,-00.082000000000,   0.38400,
,,,-00.081000000000,   0.38400,
,,,-00.080000000000,   0.39200,
,,,-00.079000000000,   0.38400,
,,,-00.078000000000,   0.38400,
,,,-00.077000000000,   0.38400,
,,,-00.076000000000,   0.38400,
,,,-00.075000000000,   0.39200,
,,,-00.074000000000,   0.39200,
,,,-00.073000000000,   0.39200,
,,,-00.072000000000,   0.38400,
,,,-00.071000000000,   0.38400,
,,,-00.070000000000,   0.39200,
,,,-00.069000000000,   0.39200,
,,,-00.068000000000,   0.39200,
,,,-00.067000000000,   0.39200,
,,,-00.066000000000,   0.38400,
,,,-00.065000000000,   0.38400,
,,,-00.064000000000,   0.38400,
,,,-00.063000000000,   0.38400,
,,,-00.062000000000,   0.39200,
,,,-00.061000000000,   0.39200,
,,,-00.060000000000,   0.39200,
,,,-00.059000000000,   0.37600,
,,,-00.058000000000,   0.37600,
,,,-00.057000000000,   0.39200,
,,,-00.056000000000,   0.40000,
,,,-00.055000000000,   0.40000,
,,,-00.054000000000,   0.39200,
,,,-00.053000000000,   0.38400,
,,,-00.052000000000,   0.39200,
,,,-00.051000000000,   0.39200,
,,,-00.050000000000,   0.39200,
,,,-00.049000000000,   0.39200,
,,,-00.048000000000,   0.39200,
,,,-00.047000000000,   0.38400,
,,,-00.046000000000,   0.39200,
,,,-00.045000000000,   0.39200,
,,,-00.044000000000,   0.39200,
,,,-00.043000000000,   0.39200,
,,,-00.042000000000,   0.39200,
,,,-00.041000000000,   0.38400,
,,,-00.040000000000,   0.39200,
,,,-00.039000000000,   0.40000,
,,,-00.038000000000,   0.40000,
,,,-00.037000000000,   0.39200,
,,,-00.036000000000,   0.39200,
,,,-00.035000000000,   0.40000,
,,,-00.034000000000,   0.39200,
,,,-00.033000000000,   0.39200,
,,,-00.032000000000,   0.40000,
,,,-00.031000000000,   0.39200,
,,,-00.030000000000,   0.39200,
,,,-00.029000000000,   0.39200,
,,,-00.028000000000,   0.38400,
,,,-00.027000000000,   0.39200,
,,,-00.026000000000,   0.40000,
,,,-00.025000000000,   0.40000,
,,,-00.024000000000,   0.40000,
,,,-00.023000000000,   0.39200,
,,,-00.022000000000,   0.40000,
,,,-00.021000000000,   0.39200,
,,,-00.020000000000,   0.40000,
,,,-00.019000000000,   0.40000,
,,,-00.018000000000,   0.39200,
,,,-00.017000000000,   0.40000,
,,,-00.016000000000,   0.40000,
,,,-00.015000000000,   0.40000,
,,,-00.014000000000,   0.40000,
,,,-00.013000000000,   0.40000,
,,,-00.012000000000,   0.39200,
,,,-00.011000000000,   0.39200,
,,,-00.010000000000,   0.40000,
,,,-00.009000000000,   0.40000,
,,,-00.008000000000,   0.40000,
,,,-00.007000000000,   0.40000,
,,,-00.006000000000,   0.39200,
,,,-00.005000000000,   0.39200,
,,,-00.004000000000,   0.40000,
,,,-00.003000000000,   0.40000,
,,,-00.002000000000,   0.40000,
,,,-00.001000000000,   0.40000,
,,,-00.000000000000,   0.05600,
,,,00.001000000000,   0.04800,
,,,00.002000000000,   0.04000,
,,,00.003000000000,   0.04000,
,,,00.004000000000,   0.04800,
,,,00.005000000000,   0.04800,
,,,00.006000000000,   0.04800,
,,,00.007000000000,   0.04800,
,,,00.008000000000,   0.04000,
,,,00.009000000000,   0.04800,
,,,00.010000000000,   0.04800,
,,,00.011000000000,   0.04800,
,,,00.012000000000,   0.04000,
,,,00.013000000000,   0.04800,
,,,00.014000000000,   0.04000,
,,,00.015000000000,   0.04800,
,,,00.016000000000,   0.05600,
,,,00.017000000000,   0.04800,
,,,00.018000000000,   0.04800,
,,,00.019000000000,   0.04800,
,,,00.020000000000,   0.04800,
,,,00.021000000000,   0.04800,
,,,00.022000000000,   0.05600,
,,,00.023000000000,   0.04800,
,,,00.024000000000,   0.04800,
,,,00.025000000000,   0.04800,
,,,00.026000000000,   0.04800,
,,,00.027000000000,   0.04800,
,,,00.028000000000,   0.05600,
,,,00.029000000000,   0.04800,
,,,00.030000000000,   0.04800,
,,,00.031000000000,   0.05600,
,,,00.032000000000,   0.04800,
,,,00.033000000000,   0.04800,
,,,00.034000000000,   0.05600,
,,,00.035000000000,   0.05600,
,,,00.036000000000,   0.04800,
,,,00.037000000000,   0.04800,
,,,00.038000000000,   0.04800,
