0.000000000000000000e+00,-5.504163214069752227e-04
1.010101010101010083e-01,1.170507412096111338e-01
2.020202020202020166e-01,2.147276570575426535e-01
3.030303030303030387e-01,2.867889374314939732e-01
4.040404040404040331e-01,3.742210470904585584e-01
5.050505050505050830e-01,4.524515803519966184e-01
6.060606060606060774e-01,5.457357225689020153e-01
7.070707070707070718e-01,6.125666212947232792e-01
8.080808080808080662e-01,6.639842611289127339e-01
9.090909090909090606e-01,6.783726651617142389e-01
1.010101010101010166e+00,7.373514727512483491e-01
1.111111111111111160e+00,7.941676121724128290e-01
1.212121212121212155e+00,8.289244524075566334e-01
1.313131313131313149e+00,8.050019887091086623e-01
1.414141414141414144e+00,8.450180238178428560e-01
1.515151515151515138e+00,8.454464016663658654e-01
1.616161616161616132e+00,8.348711285712263619e-01
1.717171717171717127e+00,8.495781394844330592e-01
1.818181818181818121e+00,8.261117790450853704e-01
1.919191919191919116e+00,8.251574132766790193e-01
2.020202020202020332e+00,8.017406605125756425e-01
2.121212121212121104e+00,7.342905427536903229e-01
2.222222222222222321e+00,7.158888892106693991e-01
2.323232323232323093e+00,6.754098305311591055e-01
2.424242424242424310e+00,6.158403858951286836e-01
2.525252525252525082e+00,5.558353963150427512e-01
2.626262626262626299e+00,4.839974036806756197e-01
2.727272727272727071e+00,3.859858117652461562e-01
2.828282828282828287e+00,2.960186616676518390e-01
2.929292929292929060e+00,2.112750220337485385e-01
3.030303030303030276e+00,1.128771876003360763e-01
3.131313131313131048e+00,-3.398291168898009626e-03
3.232323232323232265e+00,-1.031995341914362652e-01
3.333333333333333481e+00,-2.044561436229508367e-01
3.434343434343434254e+00,-2.801009534044840987e-01
3.535353535353535470e+00,-3.840480943577548323e-01
3.636363636363636243e+00,-4.470603611071061745e-01
3.737373737373737459e+00,-5.357183371209062184e-01
3.838383838383838231e+00,-5.904355235709543015e-01
3.939393939393939448e+00,-6.595589532142768219e-01
4.040404040404040664e+00,-7.210423075134072546e-01
4.141414141414140992e+00,-7.367360173278342250e-01
4.242424242424242209e+00,-7.736827952913205575e-01
4.343434343434343425e+00,-8.005747675537668862e-01
4.444444444444444642e+00,-8.238343026850899475e-01
4.545454545454544970e+00,-8.380628482153927861e-01
4.646464646464646187e+00,-8.465296849266986667e-01
4.747474747474747403e+00,-8.387152738875441882e-01
4.848484848484848619e+00,-8.434408962073544069e-01
4.949494949494949836e+00,-8.324360745803108808e-01
5.050505050505050164e+00,-8.234493748833201510e-01
5.151515151515151381e+00,-7.698291861529397151e-01
5.252525252525252597e+00,-7.524712734783045587e-01
5.353535353535353813e+00,-7.113587303844719489e-01
5.454545454545454142e+00,-6.635268109972661810e-01
5.555555555555555358e+00,-6.227929597473971235e-01
5.656565656565656575e+00,-5.376135490449643894e-01
5.757575757575757791e+00,-4.774164239659683950e-01
5.858585858585858119e+00,-4.050478107903783265e-01
5.959595959595959336e+00,-3.005176018101199387e-01
6.060606060606060552e+00,-2.258547967299970038e-01
6.161616161616161769e+00,-1.346421003334462851e-01
6.262626262626262097e+00,-3.474676551171385769e-02
6.363636363636363313e+00,6.157610998889312404e-02
6.464646464646464530e+00,1.737494699695552036e-01
6.565656565656565746e+00,2.809484895582151087e-01
6.666666666666666963e+00,3.739104442355388191e-01
6.767676767676767291e+00,4.650526357655944132e-01
6.868686868686868507e+00,5.211580860846277696e-01
6.969696969696969724e+00,5.834362411976817819e-01
7.070707070707070940e+00,6.486300141389559348e-01
7.171717171717171269e+00,7.085339580663853054e-01
7.272727272727272485e+00,7.355447811607851438e-01
7.373737373737373701e+00,7.795650907723360445e-01
7.474747474747474918e+00,7.884849309360367764e-01
7.575757575757575246e+00,8.172284434369341266e-01
7.676767676767676463e+00,8.223395567942497486e-01
7.777777777777777679e+00,8.364926680924624769e-01
7.878787878787878896e+00,8.394077504482501118e-01
7.979797979797979224e+00,8.440415772954322771e-01
8.080808080808081328e+00,8.276589149780534393e-01
8.181818181818181657e+00,8.185397044880265982e-01
8.282828282828281985e+00,8.009659088088334489e-01
8.383838383838384090e+00,7.536584723682728804e-01
8.484848484848484418e+00,7.239500422488405196e-01
8.585858585858586522e+00,6.783985463653116055e-01
8.686868686868686851e+00,6.358571319820583989e-01
8.787878787878787179e+00,5.604529186841972210e-01
8.888888888888889284e+00,4.811269244644278964e-01
8.989898989898989612e+00,4.136658003184847110e-01
9.090909090909089940e+00,3.290357885790921033e-01
9.191919191919192045e+00,2.301362270432094626e-01
9.292929292929292373e+00,1.421653911587723862e-01
9.393939393939394478e+00,2.925108248161471455e-02
9.494949494949494806e+00,-7.162707677747902346e-02
9.595959595959595134e+00,-1.667692299897205743e-01
9.696969696969697239e+00,-2.508806862234341795e-01
9.797979797979797567e+00,-3.458182391962972280e-01
9.898989898989899672e+00,-4.338575719933991381e-01
1.000000000000000000e+01,-5.196434442259383335e-01
